epoch, loss(train_no_dev), loss(dev)
1,0.9983983337879181,2.5215539932250977
2,0.8200222369697359,1.9631094932556152
3,0.6504967510700226,1.794049620628357
4,0.5492458244164785,1.4790966510772705
5,0.4558422060476409,1.378306269645691
6,0.3475970957014296,0.9385326504707336
7,0.2911895521812969,1.0190080404281616
8,0.24009663570258352,0.9158511161804199
9,0.1907634594374233,0.7273393273353577
10,0.14980253453056017,0.6754125356674194
11,0.1229573931131098,0.6657782196998596
12,0.11364991114371353,0.764930784702301
13,0.10666753993266159,0.4986245632171631
14,0.09539557579490873,0.6255706548690796
15,0.08286490208572811,0.5068407654762268
16,0.07399106522401173,0.6575892567634583
17,0.0664337459537718,0.6228105425834656
18,0.06265329714450571,0.5309221148490906
19,0.058448014987839594,0.5567430853843689
20,0.05422888613409466,0.46049097180366516
21,0.053393411760528885,0.48925673961639404
22,0.046973155294027596,0.4818250238895416
23,0.04754741448495123,0.5329345464706421
24,0.04444030113518238,0.5151399374008179
25,0.041331702946788736,0.5794156789779663
26,0.044406305688122906,0.5219439268112183
27,0.045492891429199114,0.4562406539916992
28,0.041377564374771386,0.5335242748260498
29,0.04225673474785355,0.5255211591720581
30,0.03837980247206158,0.4981047809123993
31,0.038719393933812775,0.5449517965316772
32,0.036034509229163326,0.5623111724853516
33,0.03669287936968936,0.5575992465019226
34,0.03670381744288736,0.5011574625968933
35,0.036048418945736356,0.5511127710342407
36,0.03333591907802555,0.5497649908065796
37,0.034679306464062795,0.5162177681922913
38,0.035392946667141385,0.5404970049858093
39,0.03290830635362201,0.5178731083869934
40,0.03302440761278073,0.45059195160865784
41,0.030672755816744432,0.5390238761901855
42,0.031469381517834134,0.4738628566265106
43,0.029591278690430853,0.5196096897125244
44,0.028280447961555585,0.4988572299480438
45,0.028942653495404456,0.5228567719459534
46,0.028508411823875375,0.506526529788971
47,0.027415740821096633,0.49999988079071045
48,0.027702532191243436,0.544701337814331
49,0.027886402068866625,0.48579803109169006
50,0.025718638880385294,0.4952298104763031
51,0.029119573740495577,0.49252092838287354
52,0.027766803693440225,0.49667564034461975
53,0.02833173620618052,0.4696607291698456
54,0.02703937655314803,0.5483613610267639
55,0.02896383994569381,0.4709668755531311
56,0.025623006435732048,0.5199657678604126
57,0.026690556564264827,0.5007986426353455
58,0.025782499358885817,0.5089687705039978
59,0.026749484034048185,0.5012256503105164
60,0.026922013714081712,0.49745187163352966
61,0.024339839195211727,0.5006160736083984
62,0.02464438033186727,0.49158796668052673
63,0.025058694701227877,0.46077054738998413
64,0.024282825127657916,0.4851938784122467
65,0.024358018301427364,0.5033235549926758
66,0.024633287503901456,0.5075268745422363
67,0.024408929360409577,0.5158164501190186
68,0.024310740331808727,0.4776172339916229
69,0.024400126395954028,0.494514137506485
70,0.022262583176294964,0.4924180209636688
71,0.023777040808151167,0.4938620626926422
72,0.022265803948458698,0.49697375297546387
73,0.0252557039881746,0.5134184956550598
74,0.023715389685498342,0.4978402256965637
75,0.024898183428578906,0.498331218957901
76,0.02297683882837494,0.4965389668941498
77,0.023930470873084333,0.495645672082901
78,0.022729372346980706,0.4953237473964691
79,0.022664002763728302,0.4936664402484894
80,0.022779776197340753,0.5034751892089844
81,0.021958311864485342,0.5046566128730774
82,0.023307901703649096,0.48415079712867737
83,0.023004231819262106,0.48447057604789734
84,0.02097015382928981,0.4957379996776581
85,0.020860964432358742,0.49308067560195923
86,0.021498196965290442,0.49750521779060364
87,0.021198071332441434,0.49487629532814026
88,0.021709740368856326,0.49598512053489685
89,0.02228687113771836,0.497357040643692
90,0.02151514103429185,0.504706859588623
91,0.022379482578900125,0.47993505001068115
92,0.022620898774928518,0.4824121594429016
93,0.020987566974427965,0.48674923181533813
94,0.021134635847475793,0.4831412434577942
95,0.021373935509473085,0.49157875776290894
96,0.022297204316904146,0.493198961019516
97,0.020861213302446738,0.4978524446487427
98,0.02186409979023867,0.5067552924156189
99,0.021909643275042374,0.4969557821750641
100,0.02095364515359203,0.4995085299015045
