epoch, loss(train_no_dev), loss(dev)
1,1.0359801418251462,2.731295347213745
2,0.824992459681299,1.8161040544509888
3,0.6415760136312909,2.1168172359466553
4,0.587398381696807,1.9856048822402954
5,0.5183534680141343,1.2658661603927612
6,0.3912945008940167,1.1308513879776
7,0.3193991544346015,1.0078229904174805
8,0.24343441509538227,0.9227244853973389
9,0.21466932487156656,0.9618172645568848
10,0.17171816527843475,0.759110152721405
11,0.14189920615818766,0.8639199733734131
12,0.11590094077918264,0.7628575563430786
13,0.10096551726261775,0.5037687420845032
14,0.10454147847162353,0.6906303763389587
15,0.08513756551676327,0.5882876515388489
16,0.07289064427216847,0.7016261219978333
17,0.06175972314344512,0.6725807785987854
18,0.06104383245110512,0.5687092542648315
19,0.061907254780332245,0.7078425884246826
20,0.05781301317943467,0.6644186973571777
21,0.05528411579628786,0.5578653812408447
22,0.04915718858440717,0.5603269338607788
23,0.04736521364086204,0.5573917627334595
24,0.043813729451762304,0.6128010749816895
25,0.04504710560043653,0.5872005224227905
26,0.04129545618262556,0.5345245003700256
27,0.04259915453278356,0.5947543978691101
28,0.04228353872895241,0.6417818665504456
29,0.040533775774141155,0.6241391897201538
30,0.039531388940910496,0.5357707142829895
31,0.038745296394659415,0.6108999848365784
32,0.0348416142579582,0.5505900979042053
33,0.03890792166607247,0.666720986366272
34,0.03481670551829868,0.5770644545555115
35,0.03253308145536317,0.5790378451347351
36,0.034171506555544004,0.5173553824424744
37,0.03505230715705289,0.5218984484672546
38,0.03201401544113954,0.5368412137031555
39,0.031842303151885666,0.5612926483154297
40,0.03179793318526612,0.5470669865608215
41,0.030430929424862068,0.5878910422325134
42,0.028745740962525208,0.5700964331626892
43,0.029181913265751466,0.529845654964447
44,0.028484767923752468,0.5503102540969849
45,0.028760039144092135,0.5894299745559692
46,0.02954130247235298,0.5385580658912659
47,0.028746916498574946,0.5622404217720032
48,0.027752955858078267,0.4986221492290497
49,0.029043484375708632,0.5471591353416443
50,0.027316967491060495,0.577655017375946
51,0.028054614033963945,0.5060647130012512
52,0.02641086218257745,0.5373518466949463
53,0.026761383128662903,0.5426578521728516
54,0.028556201606988907,0.5493679046630859
55,0.02519862177885241,0.5555304884910583
56,0.02700468163109488,0.5610750317573547
57,0.025729817648728687,0.5337068438529968
58,0.023996241804626253,0.5550663471221924
59,0.026378604893883068,0.5337862968444824
60,0.024745467739800613,0.5486467480659485
61,0.02617059565252728,0.5410836935043335
62,0.024138793556226626,0.5645840764045715
63,0.02566925384518173,0.531889021396637
64,0.023587063058382936,0.5338953733444214
65,0.023842743494444422,0.5070541501045227
66,0.022327768047236733,0.5186486840248108
67,0.023886683190034494,0.5049427151679993
68,0.02537336955881781,0.541814923286438
69,0.024531788503130276,0.5416767001152039
70,0.024633993860334158,0.5423791408538818
71,0.02357764666279157,0.5365455746650696
72,0.02404825694652067,0.5516083240509033
73,0.02376897933168544,0.5457714200019836
74,0.024457930587232113,0.5449738502502441
75,0.023458787550528843,0.5233383774757385
76,0.022831954786347017,0.5373743772506714
77,0.024036733744045097,0.5824697613716125
78,0.022846719508783683,0.5496666431427002
79,0.02285022759396169,0.5383904576301575
80,0.023261555884447362,0.5150861144065857
81,0.02284552048270901,0.5407634377479553
82,0.023409539678444464,0.5499423742294312
83,0.022089579763511818,0.5475342273712158
84,0.022309585784872372,0.5456965565681458
85,0.023519487999793556,0.5397999882698059
86,0.022542791078901954,0.523619532585144
87,0.0238413461484015,0.5281368494033813
88,0.022788634109828208,0.5244793891906738
89,0.021277036466118362,0.5455716848373413
90,0.02203546469617221,0.5665872693061829
91,0.02215279173105955,0.5782908797264099
92,0.02243592698747913,0.5335133671760559
93,0.022972674316002265,0.5227729082107544
94,0.021832958122508392,0.5242994427680969
95,0.021376047593851883,0.5362339615821838
96,0.021755726490583684,0.540611207485199
97,0.022460610709256597,0.5470591187477112
98,0.021991441181550424,0.561045229434967
99,0.022091476453675166,0.5470221042633057
100,0.02220665228863557,0.5473694801330566
